COADD_ID,RA,Dec,gmag,q,g-i,mu_mean,z,re
1281996852,37.1948,-1.2033,19.12,0.97,0.84,25.36,,7.06
1282233605,36.9703,-6.4164,17.99,0.68,0.37,24.66,,8.59
1281115888,36.9316,-8.654,20.69,0.96,0.59,25.18,,3.15
1281109624,37.3209,-10.8103,19.89,0.84,1.07,25.52,,5.33
1298980800,37.3895,-11.5611,21.03,0.46,0.95,25.98,,3.89
1287988456,37.6623,1.5226,19.74,0.54,0.85,24.83,,4.15
1288407566,38.0723,1.2212,20.61,0.69,0.86,25.49,,3.76
1288073194,37.6152,1.9725,21.25,0.84,0.84,26.15,,3.8
1287523989,37.9767,-2.7902,19.29,0.81,0.85,24.63,,4.67
1286876726,37.6744,-10.9142,17.98,0.91,0.38,24.7,,8.79
1287813312,37.7144,-17.6471,20.6,0.58,0.75,26.33,,5.59
1287816398,37.8545,-17.6869,20.32,0.52,0.99,25.66,,4.65
1287027504,38.0909,-29.6971,20.87,0.78,0.84,25.73,,3.74
1289131238,37.9224,-15.4435,20.18,0.66,0.9,24.92,,3.55
1294883252,38.492,-7.017,20.94,0.9,0.63,25.82,,3.78
1294664743,38.5704,-8.9949,19.47,0.58,0.78,25.89,,7.65
1295058727,38.7863,-14.0474,20.08,0.97,0.8,25.12,,4.07
1297093359,38.7553,-13.6058,19.63,0.71,0.83,24.9,,4.51
1316008920,39.4423,1.7694,20.03,0.88,0.89,25.07,,4.08
1316915193,39.3118,1.8806,19.35,0.79,0.86,24.72,,4.73
1314585195,39.4967,-1.3444,19.55,0.57,0.76,24.92,,4.72
1314581662,39.5916,-1.3243,18.89,0.62,0.88,25.29,,7.6
1314810979,39.1762,-26.3868,19.83,0.66,0.66,24.65,,3.67
1317103358,39.6358,-7.6346,20.47,0.72,0.84,24.97,,3.18
1317095222,39.8275,-7.5358,20.7,0.7,0.66,26.91,,6.97
1323733984,40.0341,-7.9473,19.18,0.77,0.75,25.33,,6.77
1320414765,39.9787,1.4806,19.86,0.63,0.84,24.71,,3.74
1319622422,39.6483,-0.6336,20.98,0.42,0.76,26.76,,5.72
1320192744,39.6951,-6.2367,19.59,0.74,1.01,25.32,,5.6
1317335020,39.9139,-8.2285,19.68,0.65,0.87,25.11,,4.86
1320166685,39.7015,-10.9563,19.96,0.75,0.66,24.91,,3.91
1321931995,39.7933,1.9138,19.37,0.76,0.91,25.39,,6.36
1321912198,39.8663,2.1484,20.2,0.73,0.85,25.55,,4.69
1321686006,40.1502,-9.4976,21.18,0.48,0.62,26.13,,3.9
1321689175,40.4508,-9.5318,21.48,0.77,0.64,26.24,,3.56
1321030133,40.2245,-20.4174,19.74,0.82,1.01,24.97,,4.43
1322443115,40.278,-26.0041,18.54,0.62,0.2,24.76,,7
1322853381,39.9411,-29.5651,19.4,0.56,0.78,24.9,,5.02
1320738897,40.5442,5.2015,19.53,0.73,0.34,24.64,,4.18
1323737201,40.082,-7.9847,18.99,0.83,0.78,24.73,,5.6
1323691056,40.3132,-7.4932,20.34,0.62,0.29,26.83,,7.9
1323715119,40.6963,-7.7721,18.99,0.65,0.75,24.98,,6.3
1322561649,40.172,-11.0828,20.35,0.64,0.96,26.67,,7.34
1325751155,40.8942,0.12,21.29,0.9,0.7,25.7,,3.03
1325718137,40.7703,0.4436,23,0.93,0.71,24.91,,0.96
1325502244,40.8851,-1.1437,17.24,0.82,0.42,24.68,,12.27
1324878971,40.3868,-8.2958,20.49,0.81,0.81,25.44,,3.9
1324921689,40.4475,-8.7854,19,0.75,0.81,25.05,,6.47
1325639677,40.4897,-10.3615,19.77,0.88,0.38,24.92,,4.27
1323796724,40.5605,-19.3998,21.19,0.67,0.66,25.4,,2.77
1327746725,40.7383,-3.6191,20.26,0.87,0.83,25.27,,4
1326470573,40.9302,-6.9218,19.98,0.42,0.74,26.59,,8.38
1327141450,41.16,-7.1764,19.06,0.43,0.47,25.1,,6.44
1327687399,40.6034,-9.4483,19.91,0.53,0.69,25.29,,4.74
1326244639,40.9998,-16.2037,20.54,0.69,0.75,26.33,,5.75
1326980947,41.2944,-27.8526,20.43,0.75,0.62,25.69,,4.5
1326844446,40.8198,5.0329,19.05,0.52,0.78,24.64,,5.23
1326862101,41.4155,4.8121,21.68,0.74,0.95,25.83,,2.7
1329726153,40.841,-7.8425,18.19,0.52,0.78,24.95,,8.95
1329753565,40.987,-8.1232,20.57,0.88,0.87,25.59,,4.02
1328219333,40.9329,-15.9478,19.9,0.85,0.62,24.63,,3.53
1330019025,41.336,-17.4574,20.42,0.66,0.73,26.01,,5.23
1328587205,41.182,-24.5946,19.59,0.97,0.56,24.76,,4.31
1329016722,40.9082,-29.3415,18.89,0.91,0.67,24.79,,6.04
1328981142,41.0975,-28.9526,21.12,0.62,0.76,26.91,,5.73
1331291409,41.1409,-0.2672,19.6,0.82,0.66,26.3,,8.72
1331804003,41.4013,0.8691,19.68,0.89,0.94,24.69,,4.01
1331978448,41.6984,0.4035,19.85,0.71,0.88,26.06,,6.96
1330776686,41.5185,-15.1354,20.11,0.79,0.93,25.32,,4.41
1333219700,42.0427,4.487,20.63,0.84,0.8,25.24,,3.33
1332536937,41.9009,-14.2442,20.08,0.72,0.82,25.26,,4.34
1334959542,42.192,-19.9998,19.97,0.76,0.98,25.1,,4.25
1334425186,41.8057,-24.8165,19.81,0.85,0.95,25.82,,6.36
1336713256,42.3132,2.2226,20.93,0.74,0.72,25.99,,4.09
1338585527,42.4302,2.8887,19.15,0.83,0.66,24.81,,5.41
1337246235,42.3423,-1.193,19.39,0.53,0.91,24.95,,5.18
1337245980,42.4459,-1.1776,20.21,0.59,0.73,25.84,,5.33
1336797445,41.8188,-8.2923,19.92,0.77,0.69,25.12,,4.38
1335761841,42.3597,-13.2124,18.44,0.67,0.44,25.45,,10.04
1339039322,42.7481,4.2529,19.24,0.64,0.47,24.71,,4.94
1339240211,42.3875,-3.5368,19.22,0.75,0.64,24.65,,4.86
1340031561,42.25,-7.796,19.92,0.8,0.64,24.91,,3.98
1343142367,43.1513,3.1273,19.91,0.58,0.8,24.69,,3.61
1343133693,43.247,3.2114,20.27,0.66,1.06,26.1,,5.85
1342970719,42.9827,-0.715,21.12,0.8,1.02,25.44,,2.92
1342563546,42.9473,-1.919,21.11,0.68,0.74,26.16,,4.08
1343915185,43.3582,-7.3092,19.69,0.54,0.79,24.89,,4.37
1349213333,43.6632,2.8422,21.37,0.88,1.11,25.86,,3.17
1349481411,43.2031,-1.309,20.55,0.97,0.95,25.03,,3.14
1349472807,43.5615,-1.2125,20.82,0.49,0.82,26.32,,5.01
1350444880,43.8434,-1.9818,20.29,0.88,0.93,25.67,,4.74
1347012509,43.6571,-11.8899,19.7,0.87,0.68,24.65,,3.89
1347617509,43.8615,-13.4917,20.56,0.76,0.82,26.01,,4.9
1347998106,43.9377,-14.8388,19.62,0.74,0.82,25.13,,5.05
1350403952,44.187,4.9255,19.44,0.67,1.23,24.67,,4.43
1348965115,43.7538,-18.6318,20,0.8,0.78,25.27,,4.53
1353237836,44.5908,-12.4319,19.42,0.88,1.05,24.6,,4.34
1354172496,44.3659,3.1945,20.11,0.89,0.92,25.67,,5.16
1354723670,44.4008,2.8206,20.11,0.78,0.86,25.09,,3.95
1354693354,44.6138,3.1759,18.87,0.75,1,24.89,,6.37
1354210954,44.3666,3.3425,19.82,0.92,1,25.34,,5.07
1354213289,44.4793,3.2945,18.63,0.65,0.98,25.4,,8.99
1354211749,44.6466,3.3306,19.85,0.76,0.98,25.3,,4.91
1353523473,44.4058,-1.8252,18.8,0.58,1.02,25.58,,9.04
1353780666,44.1166,-15.0872,21.31,0.72,0.97,25.72,,3.04
1353887413,44.3463,-19.167,18.86,0.8,0.59,24.7,,5.89
1355784902,44.629,-12.5874,21.34,0.88,0.89,25.64,,2.9
1355825742,44.8391,-13.1066,20.4,0.54,0.84,25.13,,3.51
1355779391,44.9285,-12.5514,19.02,0.53,0.8,24.83,,5.79
1356942665,44.7556,1.6879,19.4,0.84,0.62,24.64,,4.46
1365226295,45.0334,-12.2396,19.09,0.7,0.95,25.1,,6.35
1356457144,44.5649,-15.7023,19.46,0.96,0.69,24.62,,4.31
1358921262,45.2753,-16.9852,18.93,0.76,0.53,24.61,,5.47
1364609867,44.8406,-2.2126,19.89,0.54,0.44,25.35,,4.91
1358828345,44.9143,-10.5288,19.27,0.76,0.9,24.64,,4.73
1359120684,45.0226,-10.9134,20.61,0.69,0.96,25.41,,3.65
1358845998,45.2202,-10.7338,21.02,0.87,0.86,25.45,,3.07
1359274922,45.1372,-15.2795,21.01,0.69,0.87,26.05,,4.06
1359272827,45.2666,-15.2701,18.92,0.92,0.65,25.47,,8.14
1361293943,45.3479,-11.9515,20.93,0.42,0.77,26.19,,4.48
1361305969,45.4811,-12.1056,20.68,0.83,0.93,25.54,,3.73
1361291502,45.8064,-11.9323,18.59,0.97,0.62,25.08,,7.93
1361317240,45.8747,-12.2383,20.27,0.95,1,25.94,,5.42
1361290815,45.9762,-11.9105,20.26,0.72,0.9,25.04,,3.61
1366631955,46.0698,-12.0642,18.82,0.83,0.59,24.8,,6.28
1361274768,45.1737,-16.0168,18.97,0.94,0.88,24.79,,5.83
1361271043,45.87,-15.9678,19.52,0.73,0.8,24.75,,4.43
1362013651,45.8984,-20.1505,21.15,0.77,0.75,26.71,,5.15
1362748693,45.9582,-26.7125,18.88,0.77,0.37,25.89,,10.04
1362094428,45.6653,-9.0742,19.42,0.8,0.68,25.11,,5.48
1362662195,45.692,-10.7818,21,0.88,1.15,25.84,,3.71
1364083594,45.7295,-28.5485,19.11,0.72,0.52,24.69,,5.23
1364926944,45.7928,-11.7029,20.06,0.72,0.94,25.17,,4.21
1366925823,46.2557,-12.476,19.81,0.65,0.84,25.62,,5.79
1365121910,46.2729,-14.5757,20.8,0.97,0.81,25.73,,3.86
1365982592,45.9088,-15.9977,19.68,0.66,0.92,25.28,,5.26
1365951644,45.9761,-15.6379,20.51,0.71,0.87,25.66,,4.29
1365968283,46.162,-15.8384,19.01,0.54,0.7,25.23,,6.98
1366625489,46.1264,-11.9806,20.65,0.76,0.9,25.43,,3.61
1366634988,46.1844,-12.0965,20.64,0.94,1,25.28,,3.39
1366618849,46.2215,-11.9077,20.94,0.84,0.91,25.32,,2.99
1366617734,46.4837,-11.8973,19.47,0.73,0.93,24.83,,4.71
1368427048,46.7919,-25.9247,21.53,0.46,0.76,27.02,,5
1367075309,46.3047,-9.5616,19.24,0.94,1.01,26.07,,9.29
1367076444,46.5708,-9.5776,19.48,0.95,0.98,24.92,,4.88
1369883487,46.6927,-9.6953,20.8,0.67,0.68,25.99,,4.37
1369807607,46.907,-11.7186,19.49,0.54,0.95,24.74,,4.47
1369837251,47.1065,-14.1898,19.32,0.77,0.96,24.93,,5.29
1369463675,47.021,-21.7758,19.48,0.53,0.58,25.49,,6.36
1371037555,46.8763,-13.2153,19.4,0.75,0.56,24.96,,5.19
1373445388,47.1343,-22.9792,19.83,0.73,0.69,25.42,,5.23
1372890088,47.8123,-22.5775,21.03,0.97,0.93,25.77,,3.55
1372279728,47.0021,-25.4167,20.37,0.83,0.81,25.55,,4.33
1374134218,47.4517,-15.38,18.72,0.61,0.85,24.92,,6.92
1694483320,48.0119,-10.5214,20.25,0.7,0.88,25.37,,4.22
1375971177,48.2906,-20.2966,20.93,0.69,0.63,26.79,,5.94
1377869903,48.021,-16.7434,20.74,0.87,0.77,25.94,,4.37
1376857667,48.1028,-24.5257,20.08,0.93,0.37,24.83,,3.56
1378079186,48.2508,-21.5085,20.73,0.87,0.38,25.66,,3.87
1381592231,49.0688,-16.6604,20.95,0.9,0.69,25.75,,3.64
1441823125,49.2143,-22.8525,18.67,0.56,0.58,25.36,,8.71
1381042257,48.4988,-25.6903,19.63,0.88,0.81,24.61,,3.95
1381039423,48.5953,-25.6558,20.68,0.66,0.83,25.68,,3.99
1381056489,48.923,-25.8337,20.51,0.63,0.47,25.11,,3.32
1448039296,48.9856,-9.9272,20.23,0.82,0.42,24.89,,3.4
1442277444,49.4853,-10.7351,19.78,0.78,0.95,24.87,,4.16
1452965062,49.4954,-20.2463,21.12,0.82,0.67,27.01,,6.01
1441951822,49.7628,-19.2889,19.47,0.73,0.77,25.9,,7.71
1441949232,49.8912,-19.2544,20.29,0.67,0.71,25.45,,4.29
1443422687,49.814,-24.9615,21.32,0.73,0.68,25.31,,2.5
1447385221,49.6905,-25.8865,19.22,0.57,0.77,24.87,,5.37
1446986039,49.8376,-25.772,20.85,0.64,0.7,26.99,,6.74
1452633427,49.9096,-26.4088,20.75,0.69,0.82,25.57,,3.68
1452281011,49.8457,-14.3422,19.53,0.52,0.45,24.76,,4.45
1619168088,50.0661,-10.6493,18.86,0.86,0.93,24.99,,6.73
1442779623,50.1899,-19.9305,20.23,0.73,0.69,26.38,,6.78
1383774866,50.4594,-13.0438,18.81,0.72,0.51,25.07,,7.13
1449100770,50.0132,-19.3657,19.58,0.71,0.87,25.03,,4.92
1449105154,50.1366,-19.4157,19.41,0.79,0.9,25.21,,5.74
1443814319,50.1591,-24.4087,19.93,0.76,0.37,26.05,,6.67
1447496436,50.6776,-26.3946,20.71,0.8,0.78,25.8,,4.15
1449738077,50.3415,-15.3489,19.82,0.83,0.6,25.4,,5.21
1444771925,50.7286,-21.1143,20.14,0.83,0.93,25.12,,3.95
1444918533,50.7974,-21.2884,20.07,0.96,0.78,25.76,,5.49
1444929683,50.8619,-21.3922,19.87,0.71,0.82,25.09,,4.42
1447408007,50.8904,-21.8354,20.22,0.54,0.84,25.38,,4.28
1384364882,50.6824,-15.2138,18.65,0.59,0.8,25.04,,7.58
1384048659,51.3248,-19.7859,18.71,0.59,0.75,24.9,,6.89
1452483662,50.9716,-20.809,18.92,0.74,0.85,24.7,,5.71
1448704331,50.8543,-19.2842,19.01,0.79,0.43,24.72,,5.52
1448962685,51.5421,-17.6227,19.97,0.87,0.89,25.75,,5.72
1443219252,51.4952,-21.3127,20.97,0.92,0.82,25.85,,3.77
1443366400,51.5847,-21.5003,20.67,0.72,0.83,25.51,,3.71
1443367376,51.6341,-21.5117,20,0.45,0.75,25.54,,5.1
1443207398,51.7804,-21.184,19.61,0.5,0.73,26.12,,8.02
1443362553,51.8198,-21.4713,18.73,0.89,0.86,25.52,,9.07
1443267304,51.7734,-22.0313,20.16,0.94,0.77,25.99,,5.85
1385236417,50.9082,-23.8371,19.24,0.54,0.75,25.14,,6.04
1385875267,51.6895,-19.759,19.16,0.33,1.06,25.23,,6.53
1385448402,51.8582,-20.3592,19.42,0.9,0.75,25.56,,6.76
1390063760,52.484,-17.857,21,0.6,0.76,25.3,,2.89
1389724193,52.3504,-21.3846,18.84,0.66,0.85,25.68,,9.32
1389895639,52.122,-22.4508,20.63,0.57,0.79,24.94,,2.9
1389887502,52.1973,-22.3688,20.29,0.64,0.74,25.03,,3.53
1389875703,52.213,-22.2538,19.79,0.49,0.79,24.72,,3.86
1388442739,52.3426,-22.5844,19.11,0.96,0.8,25.5,,7.57
1388221545,51.8019,-23.6171,20.07,0.8,0.8,25.14,,4.13
1387470022,52.2111,-23.925,20.42,0.89,0.71,25.62,,4.36
1388016091,51.6757,-25.0103,19.75,0.58,0.76,25.05,,4.59
1391390610,52.5452,-20.2555,18.75,0.62,0.83,25.33,,8.24
1696064890,52.5408,-28.4991,19.34,0.76,0.8,25.42,,6.55
1391308002,52.4247,-11.2418,20.63,0.61,0.65,25.22,,3.29
1391561142,52.6001,-18.951,20.1,0.69,0.77,24.72,,3.35
1393333889,53.0676,-21.8391,19.84,0.52,0.78,24.81,,3.94
1393016317,53.0472,-22.7162,18.79,0.6,0.51,25.46,,8.62
1393039263,53.1559,-22.9291,20.98,0.72,0.65,26.26,,4.54
1393208821,53.1052,-23.2092,17.97,0.91,0.9,25.13,,10.79
1394764693,53.1766,-13.7097,19.34,0.68,0.86,24.68,,4.65
1394734365,53.2047,-13.3767,20.69,0.92,0.73,25.31,,3.35
1394926336,53.0077,-15.0314,18.66,0.6,1.01,24.97,,7.29
1394257584,53.3315,-21.2987,20.81,0.84,0.7,25.83,,4.03
1396194595,53.4215,-19.0129,19.99,0.86,0.68,25.63,,5.36
1397087484,53.1079,-29.8976,20.51,0.73,0.75,25.04,,3.21
1397093319,53.1278,-29.9844,18.36,0.76,0.76,25.14,,9.09
1398853788,53.5425,-17.5659,19.63,0.42,0.88,24.65,,4.03
1398860686,53.7765,-17.6355,20.21,0.81,0.95,25.82,,5.27
1399157357,53.9261,-18.055,19.7,0.73,0.9,25.18,,4.98
1398878685,54.0246,-17.8765,17.51,0.86,1,24.68,,10.87
1403876625,53.3423,-18.6802,20.61,0.94,0.73,25.97,,4.7
1403872719,53.7908,-18.6427,19.65,0.8,0.79,26.09,,7.74
1403877676,53.8554,-18.6986,19.21,0.89,0.87,25.36,,6.79
1398177464,53.6164,-21.9199,18.75,0.64,0.88,25.19,,7.74
1398144048,53.5109,-22.9957,20.64,0.78,0.91,25.9,,4.5
1398122098,53.8574,-22.7719,18.77,0.69,0.79,24.93,,6.81
1398120926,53.9124,-22.751,20.12,0.87,0.75,26.3,,6.87
1397403374,53.7421,-23.337,19.37,0.89,0.63,26.21,,9.3
1397436667,53.8205,-23.6538,21.27,0.82,0.74,26.07,,3.63
1397511509,53.7525,-24.0348,18.99,0.87,0.86,25.69,,8.75
1397520011,53.9149,-24.1029,20.59,0.64,0.79,26.26,,5.42
1397150070,53.4119,-24.8176,21.6,0.57,0.58,26.12,,3.2
1399018294,54.0397,-26.8401,20.49,0.89,0.5,25.15,,3.41
1399681692,53.9786,-14.8642,18.77,0.66,0.88,25.07,,7.25
1399711259,54.1129,-15.1833,20.53,0.89,0.88,25.28,,3.56
1399813150,53.5083,-20.8463,22.86,0.67,0.57,24.81,,0.98
1399823012,53.9022,-20.9555,20.48,0.56,0.83,24.96,,3.14
1399406354,53.9779,-20.6916,18.85,0.7,0.31,26.17,,11.63
1399823371,54.1656,-20.9534,19.96,0.38,0.81,26.71,,8.92
1398725263,53.7055,-21.2562,17.45,0.88,0.72,24.88,,12.19
1398734549,53.8111,-21.3405,18.56,0.82,0.82,25.08,,8.04
1400719943,54.3017,-14.538,20.28,0.55,0.81,26.2,,6.1
1404581759,54.5385,-16.3285,19.37,0.82,0.65,25.13,,5.65
1400131981,53.8165,-19.3072,20.11,0.97,0.88,25.28,,4.31
1400148444,54.0702,-19.5123,18.71,0.91,0.86,24.68,,6.22
1400119637,54.4131,-19.1636,19.71,0.89,0.9,25.54,,5.85
1399879463,53.6456,-20.1213,18.77,0.83,0.64,25.06,,7.22
1399839080,53.8585,-19.6911,19.37,0.92,0.81,25.28,,6.06
1402018588,54.0468,-15.3958,20.39,0.67,0.91,25.99,,5.28
1402945577,54.1793,-18.0363,19.72,0.74,0.87,25.01,,4.57
1402942000,54.6292,-17.9976,19.42,0.84,1.07,25.75,,7.38
1402942162,54.616,-18,18.87,0.47,0.88,25.17,,7.25
1402952726,54.7501,-18.1082,19.8,0.74,0.73,25.51,,5.53
1402944148,54.7606,-18.008,20.95,0.79,0.96,25.34,,3.02
1401378835,53.9801,-18.6915,20.01,0.79,0.89,24.86,,3.72
1401223087,54.0299,-18.3786,18.84,0.72,0.85,24.62,,5.69
1401393435,54.063,-18.8518,20.75,0.79,0.82,25.07,,2.92
1401390067,54.2634,-18.8162,20.13,0.56,0.82,25.31,,4.34
1401367426,54.3741,-18.5398,20.75,0.66,0.77,25.49,,3.54
1401368677,54.396,-18.5577,20.37,0.6,1,25.42,,4.07
1401222480,54.4108,-18.3601,20.43,0.74,0.83,25.21,,3.61
1401222819,54.4635,-18.3612,21.84,0.89,0.84,26.15,,2.9
1401380513,54.4953,-18.7119,18.77,0.75,0.91,24.88,,6.65
1401369710,54.543,-18.573,20.47,0.72,0.74,25.92,,4.92
1401224260,54.5478,-18.3822,20.16,0.8,0.91,26.3,,6.75
1401387278,54.6191,-18.7725,21.07,0.83,0.73,25.51,,3.08
1401383133,54.6386,-18.7346,20.72,0.77,0.62,25.57,,3.73
1402728959,54.2395,-22.9083,18.39,0.46,0.82,25.11,,8.8
1402740581,54.251,-23.0061,19.19,0.89,0.86,24.67,,4.99
1402721193,54.4768,-22.7966,23.21,0.74,0.78,25.25,,1.02
1402721164,54.6147,-22.8149,19.32,0.68,0.76,25.18,,5.94
1402754325,54.6228,-23.1303,20.56,0.84,0.79,25.14,,3.29
1402728365,54.6281,-22.8825,19.39,0.75,0.71,26.04,,8.54
1402694714,54.6487,-22.5395,20.17,0.82,0.8,26.34,,6.81
1402744739,54.7519,-23.0697,17.95,0.79,0.89,24.78,,9.26
1407052188,54.8095,-22.7663,20.73,0.7,0.81,26.71,,6.26
1402079896,54.185,-23.2062,20.33,0.7,0.63,26.43,,6.64
1402080096,54.3661,-23.2036,21.49,0.52,0.69,26.55,,4.09
1402135703,54.6669,-23.7847,19.11,0.48,0.75,25.09,,6.24
1402087608,54.6813,-23.3008,19.77,0.52,0.78,25.06,,4.58
1402247854,54.2148,-24.3409,18.59,0.64,0.85,24.71,,6.67
1402244989,54.3955,-24.2985,19.89,0.61,0.6,25.77,,5.98
1403300499,54.1572,-26.3205,20.42,0.89,0.8,25.76,,4.67
1403574326,54.3057,-26.4784,18.82,0.61,0.63,26.36,,12.86
1403583227,54.363,-26.5728,19.2,0.61,0.51,25.63,,7.72
1403586372,54.8232,-26.6166,19.94,0.65,0.75,24.97,,4.04
1404187913,54.3558,-15.0175,19.63,0.58,1.01,25.98,,7.44
1403989834,54.9221,-17.0154,19.11,0.49,0.94,25.14,,6.42
1404107752,54.9837,-20.5522,19.99,0.94,0.85,25.47,,4.97
1403544910,54.6366,-21.5367,20.16,0.74,0.8,25.18,,4.03
1403505224,54.85,-21.1275,20.39,0.93,0.68,24.63,,2.82
1403027657,54.4851,-26.7842,19.2,0.71,0.78,24.84,,5.35
1404859955,54.8178,-13.1733,18.11,0.77,0.44,24.71,,8.36
1404573004,54.8413,-16.2102,19.88,0.69,0.98,26.26,,7.54
1404748990,54.612,-18.9404,20.53,0.6,0.81,25.57,,4.07
1404752765,54.78,-18.9875,19.59,0.92,0.87,24.64,,4.09
1404783765,54.8844,-19.4215,19.68,0.7,0.82,25.58,,6.02
1404750320,55.1198,-18.9713,19.33,0.34,0.85,26.19,,9.37
1404762642,55.1429,-19.1205,20.11,0.71,0.93,26.4,,7.23
1404749836,55.1562,-18.9471,20.75,0.69,0.77,25.39,,3.38
1403694970,54.6929,-19.8881,21,0.89,0.69,26.15,,4.26
1403676054,54.9286,-19.6416,20.73,0.74,0.79,25.71,,3.96
1406492087,54.8874,-18.1211,19.78,0.49,0.81,25.15,,4.74
1406479876,55.0308,-17.9804,19.4,0.94,0.92,25.79,,7.59
1406446818,55.1271,-17.5687,21.16,0.68,0.91,26.58,,4.84
1406463106,55.1284,-17.7659,21.95,0.84,0.96,24.78,,1.47
1406474278,55.1299,-17.9016,20.91,0.7,1.01,26.27,,4.72
1406489425,55.2085,-18.0914,18.5,0.81,0.9,24.78,,7.18
1406440495,55.2281,-17.5252,18.41,0.42,1,24.62,,6.99
1406487024,55.2639,-18.0715,19.62,0.54,0.78,26.34,,8.78
1406451271,55.4748,-17.647,19.26,0.47,0.99,24.9,,5.35
1406018460,54.7045,-18.7057,18.91,0.73,0.97,25.77,,9.41
1405994868,54.7166,-18.4331,20.18,0.93,0.88,25.66,,4.99
1405985541,54.7655,-18.3229,20.26,0.43,1.06,26.11,,5.89
1405995379,54.7883,-18.4452,18.81,0.83,0.99,25.11,,7.27
1405980838,54.837,-18.2582,21.08,0.57,0.81,26.06,,3.96
1406033287,54.858,-18.868,20.21,0.73,0.94,25.2,,3.97
1406021248,54.925,-18.7163,20.25,0.81,0.85,25.7,,4.91
1406015817,54.9261,-18.6556,21.09,0.82,1.05,25.53,,3.08
1406004392,54.9628,-18.5402,20.28,0.55,0.82,27.04,,8.93
1405996583,54.9639,-18.4664,19,0.93,0.9,24.96,,6.21
1405998797,54.998,-18.4888,19.21,0.89,0.79,25.48,,7.15
1405990043,55.0109,-18.3767,19.54,0.74,0.88,26.29,,8.94
1405985594,55.1168,-18.3251,19.69,0.93,0.91,25.78,,6.58
1406013350,55.1174,-18.656,18.19,0.95,0.96,24.9,,8.76
1405980147,55.1313,-18.2513,20.36,0.86,0.66,26.36,,6.34
1406005040,55.1569,-18.5459,20.16,0.47,0.89,25.59,,4.88
1406023488,55.1835,-18.7445,20.07,0.6,0.84,25.31,,4.45
1406000402,55.2151,-18.4958,20.99,0.38,0.83,26.04,,4.09
1406029883,55.2326,-18.8211,20.05,0.71,0.73,26.65,,8.33
1406014917,55.2357,-18.656,20.67,0.64,0.92,26.58,,6.05
1407548564,55.1119,-21.84,17.97,0.74,0.84,25.17,,10.95
1407872853,55.2025,-22.426,20.85,0.45,0.82,26.56,,5.52
1407597558,55.2071,-22.2794,19.64,0.56,0.8,25.53,,6
1407876010,55.4107,-22.453,20.13,0.93,0.81,24.95,,3.67
1407545088,55.4262,-21.7831,19.46,0.74,0.68,24.72,,4.5
1407060248,54.9001,-22.8795,17.28,0.53,0.79,24.64,,11.8
1407073238,54.9797,-22.9758,20.18,0.92,0.82,25.87,,5.49
1407342974,55.0204,-23.0722,20.96,0.71,0.73,26.37,,4.82
1407029327,55.1413,-22.5492,20.14,0.66,0.79,25.07,,3.86
1407061769,55.1861,-22.8744,19.21,0.79,0.75,24.95,,5.62
1407044999,55.2443,-22.6948,20.37,0.74,0.42,26.21,,5.88
1406503667,54.8828,-23.2183,20.66,0.63,0.78,26.21,,5.15
1406559854,55.2327,-23.8503,20.99,0.48,0.54,26.43,,4.87
1406507060,55.3344,-23.261,19.2,0.66,0.81,25.09,,5.98
1406749394,55.0454,-24.1216,20.81,0.65,0.78,25.11,,2.89
1406981398,54.8912,-25.6099,20.22,0.7,0.73,25.18,,3.91
1407000822,55.1007,-25.8263,18.79,0.92,0.79,25.41,,8.39
1407691681,55.3519,-14.6546,20.35,0.69,0.66,25.48,,4.25
1407682852,55.0561,-21.0029,19.53,0.75,0.9,25.83,,7.25
1452555113,55.3653,-21.518,19.87,0.57,0.64,24.68,,3.64
1452547204,55.5777,-21.446,19.04,0.53,0.78,24.65,,5.28
1409734054,55.4203,-16.4967,18.67,0.79,0.99,24.85,,6.85
1409415768,55.4273,-18.9866,20.02,0.87,0.8,25.88,,5.93
1409854982,55.5259,-19.599,20.1,0.53,0.84,25.55,,4.91
1409418873,55.9221,-19.0304,20.14,0.86,1.14,25.33,,4.35
1408645897,55.6399,-20.1469,20.97,0.5,0.87,25.64,,3.43
1408092522,55.6427,-19.7494,19.42,0.69,0.87,24.73,,4.61
1408087056,55.7831,-19.7201,18.06,0.79,0.7,25.01,,9.78
1408095134,55.8611,-19.7741,20.96,0.68,0.75,26.06,,4.16
1410577610,56.2426,-15.8672,19.55,0.74,0.8,25.48,,6.12
1410753668,55.8552,-17.8543,19.48,0.68,1.04,25.44,,6.21
1410760469,56.1089,-17.9106,21.61,0.9,1.04,26.03,,3.07
1410775206,56.3465,-18.1229,18.58,0.63,0.9,25.83,,11.29
1410495526,55.5096,-18.4439,19.91,0.92,0.79,25.38,,4.95
1410524076,55.5743,-18.7884,20.38,0.88,0.86,25.69,,4.59
1410503367,55.6316,-18.5414,19.83,0.82,0.72,25.93,,6.62
1411432665,55.7341,-22.529,20.26,0.59,0.68,25.43,,4.32
1412482615,55.699,-23.774,19.34,0.51,0.73,25.77,,7.71
1411585121,55.8098,-24.6115,19.6,0.76,0.69,24.96,,4.7
1411061784,55.6251,-29.7323,18.88,0.89,0.73,26.05,,10.88
1412511476,55.8644,-16.97,18.63,0.54,1.12,25.39,,8.97
1412351081,55.7567,-21.3211,19.82,0.87,0.75,24.93,,4.19
